Neighborhood,Date,Year,Month,Day of Month,Day of Week,Category 1,Category 2,Category 3,Category 4
Peachtree Battle Alliance,6/4/18,18,6,4,0,0,0,0,0
Peachtree Battle Alliance,6/5/18,18,6,5,1,0,0,0,0
Peachtree Battle Alliance,6/6/18,18,6,6,2,0,0,0,0
Peachtree Battle Alliance,6/7/18,18,6,7,3,0,0,0,0
Peachtree Battle Alliance,6/8/18,18,6,8,4,0,0,0,0
Peachtree Battle Alliance,6/9/18,18,6,9,5,0,0,0,0
Peachtree Battle Alliance,6/10/18,18,6,10,6,0,0,0,0
Peachtree Battle Alliance,6/11/18,18,6,11,0,0,0,0,0
Peachtree Battle Alliance,6/12/18,18,6,12,1,0,1,0,0
Peachtree Battle Alliance,6/13/18,18,6,13,2,0,0,0,0
Peachtree Battle Alliance,6/14/18,18,6,14,3,0,0,0,0
Peachtree Battle Alliance,6/15/18,18,6,15,4,0,0,0,0
Peachtree Battle Alliance,6/16/18,18,6,16,5,0,0,0,1
Peachtree Battle Alliance,6/17/18,18,6,17,6,0,0,0,0
Peachtree Battle Alliance,6/18/18,18,6,18,0,0,0,0,0
Peachtree Battle Alliance,6/19/18,18,6,19,1,0,0,0,0
Peachtree Battle Alliance,6/20/18,18,6,20,2,0,0,0,0
Peachtree Battle Alliance,6/21/18,18,6,21,3,0,0,0,0
Peachtree Battle Alliance,6/22/18,18,6,22,4,0,0,0,0
Peachtree Battle Alliance,6/23/18,18,6,23,5,0,0,0,0
Peachtree Battle Alliance,6/24/18,18,6,24,6,0,0,0,1
Peachtree Battle Alliance,6/25/18,18,6,25,0,0,0,0,0
Peachtree Battle Alliance,6/26/18,18,6,26,1,0,0,0,0
Peachtree Battle Alliance,6/27/18,18,6,27,2,0,0,0,0
Peachtree Battle Alliance,6/28/18,18,6,28,3,0,0,0,0
Peachtree Battle Alliance,6/29/18,18,6,29,4,0,0,0,0
Peachtree Battle Alliance,6/30/18,18,6,30,5,0,0,0,0
Peachtree Battle Alliance,7/1/18,18,7,1,6,0,0,0,0
Peachtree Battle Alliance,7/2/18,18,7,2,0,0,0,0,0
Peachtree Battle Alliance,7/3/18,18,7,3,1,0,0,1,0
Peachtree Battle Alliance,7/4/18,18,7,4,2,0,0,0,0
Peachtree Battle Alliance,7/5/18,18,7,5,3,0,0,0,0
Peachtree Battle Alliance,7/6/18,18,7,6,4,0,0,0,0
Peachtree Battle Alliance,7/7/18,18,7,7,5,0,0,0,0
Peachtree Battle Alliance,7/8/18,18,7,8,6,0,0,0,0
Peachtree Battle Alliance,7/9/18,18,7,9,0,0,0,0,0
Peachtree Battle Alliance,7/10/18,18,7,10,1,0,0,0,0
Peachtree Battle Alliance,7/11/18,18,7,11,2,0,0,0,0
Peachtree Battle Alliance,7/12/18,18,7,12,3,0,0,0,0
Peachtree Battle Alliance,7/13/18,18,7,13,4,0,0,0,0
Peachtree Battle Alliance,7/14/18,18,7,14,5,0,0,0,0
Peachtree Battle Alliance,7/15/18,18,7,15,6,0,0,0,0
Peachtree Battle Alliance,7/16/18,18,7,16,0,0,0,0,0
Peachtree Battle Alliance,7/17/18,18,7,17,1,0,0,0,0
Peachtree Battle Alliance,7/18/18,18,7,18,2,0,0,0,1
Peachtree Battle Alliance,7/19/18,18,7,19,3,0,0,0,0
Peachtree Battle Alliance,7/20/18,18,7,20,4,0,0,0,0
Peachtree Battle Alliance,7/21/18,18,7,21,5,0,0,0,0
Peachtree Battle Alliance,7/22/18,18,7,22,6,0,0,0,0
Peachtree Battle Alliance,7/23/18,18,7,23,0,0,0,0,0
Peachtree Battle Alliance,7/24/18,18,7,24,1,0,0,0,0
Peachtree Battle Alliance,7/25/18,18,7,25,2,0,0,0,1
Peachtree Battle Alliance,7/26/18,18,7,26,3,0,0,0,0
Peachtree Battle Alliance,7/27/18,18,7,27,4,0,0,0,0
Peachtree Battle Alliance,7/28/18,18,7,28,5,0,0,0,0
Peachtree Battle Alliance,7/29/18,18,7,29,6,0,0,0,0
Peachtree Battle Alliance,7/30/18,18,7,30,0,0,0,0,0
Peachtree Battle Alliance,7/31/18,18,7,31,1,0,0,0,0
Peachtree Battle Alliance,8/1/18,18,8,1,2,0,0,0,0
Peachtree Battle Alliance,8/2/18,18,8,2,3,0,0,0,0
Peachtree Battle Alliance,8/3/18,18,8,3,4,0,0,0,0
Peachtree Battle Alliance,8/4/18,18,8,4,5,0,0,0,0
Peachtree Battle Alliance,8/5/18,18,8,5,6,0,0,0,0
Peachtree Battle Alliance,8/6/18,18,8,6,0,0,0,0,0
Peachtree Battle Alliance,8/7/18,18,8,7,1,0,0,0,0
Peachtree Battle Alliance,8/8/18,18,8,8,2,0,0,0,0
Peachtree Battle Alliance,8/9/18,18,8,9,3,0,0,0,0
Peachtree Battle Alliance,8/10/18,18,8,10,4,0,0,0,0
Peachtree Battle Alliance,8/11/18,18,8,11,5,0,0,0,0
Peachtree Battle Alliance,8/12/18,18,8,12,6,0,0,0,0
Peachtree Battle Alliance,8/13/18,18,8,13,0,0,0,0,0
Peachtree Battle Alliance,8/14/18,18,8,14,1,0,0,0,0
Peachtree Battle Alliance,8/15/18,18,8,15,2,0,0,0,0
Peachtree Battle Alliance,8/16/18,18,8,16,3,0,0,0,0
Peachtree Battle Alliance,8/17/18,18,8,17,4,0,0,0,0
Peachtree Battle Alliance,8/18/18,18,8,18,5,0,0,0,0
Peachtree Battle Alliance,8/19/18,18,8,19,6,0,0,0,0
Peachtree Battle Alliance,8/20/18,18,8,20,0,0,0,0,0
Peachtree Battle Alliance,8/21/18,18,8,21,1,0,0,0,0
Peachtree Battle Alliance,8/22/18,18,8,22,2,0,0,0,0
Peachtree Battle Alliance,8/23/18,18,8,23,3,0,0,0,1
Peachtree Battle Alliance,8/24/18,18,8,24,4,0,0,0,0
Peachtree Battle Alliance,8/25/18,18,8,25,5,0,0,0,0
Peachtree Battle Alliance,8/26/18,18,8,26,6,0,0,0,0
Peachtree Battle Alliance,8/27/18,18,8,27,0,0,0,0,1
Peachtree Battle Alliance,8/28/18,18,8,28,1,0,1,0,0
Peachtree Battle Alliance,8/29/18,18,8,29,2,0,0,0,0
Peachtree Battle Alliance,8/30/18,18,8,30,3,0,0,0,0
Peachtree Battle Alliance,8/31/18,18,8,31,4,0,0,0,0
Peachtree Battle Alliance,9/1/18,18,9,1,5,0,0,0,0
Peachtree Battle Alliance,9/2/18,18,9,2,6,0,0,0,0
Peachtree Battle Alliance,9/3/18,18,9,3,0,0,0,0,0
Peachtree Battle Alliance,9/4/18,18,9,4,1,0,0,0,0
Peachtree Battle Alliance,9/5/18,18,9,5,2,0,0,0,0
Peachtree Battle Alliance,9/6/18,18,9,6,3,0,0,0,0
Peachtree Battle Alliance,9/7/18,18,9,7,4,0,0,0,0
Peachtree Battle Alliance,9/8/18,18,9,8,5,0,0,0,1
Peachtree Battle Alliance,9/9/18,18,9,9,6,0,0,0,1
Peachtree Battle Alliance,9/10/18,18,9,10,0,0,0,0,0
Peachtree Battle Alliance,9/11/18,18,9,11,1,0,0,0,0
Peachtree Battle Alliance,9/12/18,18,9,12,2,0,0,0,0
Peachtree Battle Alliance,9/13/18,18,9,13,3,0,0,0,0
Peachtree Battle Alliance,9/14/18,18,9,14,4,0,0,0,0
Peachtree Battle Alliance,9/15/18,18,9,15,5,0,0,1,0
Peachtree Battle Alliance,9/16/18,18,9,16,6,0,0,0,0
Peachtree Battle Alliance,9/17/18,18,9,17,0,0,0,0,0
Peachtree Battle Alliance,9/18/18,18,9,18,1,0,0,0,0
Peachtree Battle Alliance,9/19/18,18,9,19,2,0,0,0,0
Peachtree Battle Alliance,9/20/18,18,9,20,3,0,0,0,0
Peachtree Battle Alliance,9/21/18,18,9,21,4,0,0,0,0
Peachtree Battle Alliance,9/22/18,18,9,22,5,0,0,0,0
Peachtree Battle Alliance,9/23/18,18,9,23,6,0,0,0,0
Peachtree Battle Alliance,9/24/18,18,9,24,0,0,0,0,0
Peachtree Battle Alliance,9/25/18,18,9,25,1,0,0,0,0
Peachtree Battle Alliance,9/26/18,18,9,26,2,0,0,0,0
Peachtree Battle Alliance,9/27/18,18,9,27,3,0,0,0,0
Peachtree Battle Alliance,9/28/18,18,9,28,4,0,0,0,0
Peachtree Battle Alliance,9/29/18,18,9,29,5,0,0,0,0
Peachtree Battle Alliance,9/30/18,18,9,30,6,0,0,0,0
Peachtree Battle Alliance,10/1/18,18,10,1,0,0,0,0,0
Peachtree Battle Alliance,10/2/18,18,10,2,1,0,0,0,0
Peachtree Battle Alliance,10/3/18,18,10,3,2,0,0,0,0
Peachtree Battle Alliance,10/4/18,18,10,4,3,0,0,0,0
Peachtree Battle Alliance,10/5/18,18,10,5,4,0,0,0,0
Peachtree Battle Alliance,10/6/18,18,10,6,5,0,0,0,0
Peachtree Battle Alliance,10/7/18,18,10,7,6,0,0,0,0
Peachtree Battle Alliance,10/8/18,18,10,8,0,0,0,0,0
Peachtree Battle Alliance,10/9/18,18,10,9,1,0,0,0,0
Peachtree Battle Alliance,10/10/18,18,10,10,2,0,0,0,0
Peachtree Battle Alliance,10/11/18,18,10,11,3,0,0,0,0
Peachtree Battle Alliance,10/12/18,18,10,12,4,0,0,0,0
Peachtree Battle Alliance,10/13/18,18,10,13,5,0,0,0,0
Peachtree Battle Alliance,10/14/18,18,10,14,6,0,0,0,0
Peachtree Battle Alliance,10/15/18,18,10,15,0,0,0,0,0
Peachtree Battle Alliance,10/16/18,18,10,16,1,0,0,0,0
Peachtree Battle Alliance,10/17/18,18,10,17,2,0,0,0,0
Peachtree Battle Alliance,10/18/18,18,10,18,3,0,0,0,0
Peachtree Battle Alliance,10/19/18,18,10,19,4,0,0,0,0
Peachtree Battle Alliance,10/20/18,18,10,20,5,0,0,0,0
Peachtree Battle Alliance,10/21/18,18,10,21,6,0,0,0,0
Peachtree Battle Alliance,10/22/18,18,10,22,0,0,0,0,0
Peachtree Battle Alliance,10/23/18,18,10,23,1,0,0,0,0
Peachtree Battle Alliance,10/24/18,18,10,24,2,0,0,0,0
Peachtree Battle Alliance,10/25/18,18,10,25,3,0,0,0,0
Peachtree Battle Alliance,10/26/18,18,10,26,4,0,0,0,0
Peachtree Battle Alliance,10/27/18,18,10,27,5,0,0,0,0
Peachtree Battle Alliance,10/28/18,18,10,28,6,0,0,0,0
Peachtree Battle Alliance,10/29/18,18,10,29,0,0,0,0,0
Peachtree Battle Alliance,10/30/18,18,10,30,1,0,0,0,0
Peachtree Battle Alliance,10/31/18,18,10,31,2,0,0,0,0
Peachtree Battle Alliance,11/1/18,18,11,1,3,0,0,0,0
Peachtree Battle Alliance,11/2/18,18,11,2,4,0,0,0,0
Peachtree Battle Alliance,11/3/18,18,11,3,5,0,0,0,0
Peachtree Battle Alliance,11/4/18,18,11,4,6,0,0,0,0
Peachtree Battle Alliance,11/5/18,18,11,5,0,0,0,0,0
Peachtree Battle Alliance,11/6/18,18,11,6,1,0,0,0,0
Peachtree Battle Alliance,11/7/18,18,11,7,2,0,0,0,0
Peachtree Battle Alliance,11/8/18,18,11,8,3,0,0,0,0
Peachtree Battle Alliance,11/9/18,18,11,9,4,0,0,0,0
Peachtree Battle Alliance,11/10/18,18,11,10,5,0,0,0,0
Peachtree Battle Alliance,11/11/18,18,11,11,6,0,0,0,0
Peachtree Battle Alliance,11/12/18,18,11,12,0,0,0,0,0
Peachtree Battle Alliance,11/13/18,18,11,13,1,0,0,0,0
Peachtree Battle Alliance,11/14/18,18,11,14,2,0,0,0,0
Peachtree Battle Alliance,11/15/18,18,11,15,3,0,0,0,0
Peachtree Battle Alliance,11/16/18,18,11,16,4,0,0,0,0
Peachtree Battle Alliance,11/17/18,18,11,17,5,0,0,0,0
Peachtree Battle Alliance,11/18/18,18,11,18,6,0,0,0,0
Peachtree Battle Alliance,11/19/18,18,11,19,0,0,0,0,0
Peachtree Battle Alliance,11/20/18,18,11,20,1,0,0,0,0
Peachtree Battle Alliance,11/21/18,18,11,21,2,0,0,0,0
Peachtree Battle Alliance,11/22/18,18,11,22,3,0,0,0,0
Peachtree Battle Alliance,11/23/18,18,11,23,4,0,0,0,0
Peachtree Battle Alliance,11/24/18,18,11,24,5,0,0,0,0
Peachtree Battle Alliance,11/25/18,18,11,25,6,0,0,0,0
Peachtree Battle Alliance,11/26/18,18,11,26,0,0,0,0,0
Peachtree Battle Alliance,11/27/18,18,11,27,1,0,0,0,0
Peachtree Battle Alliance,11/28/18,18,11,28,2,0,0,0,0
Peachtree Battle Alliance,11/29/18,18,11,29,3,0,0,0,0
Peachtree Battle Alliance,11/30/18,18,11,30,4,0,0,0,0
Peachtree Battle Alliance,12/1/18,18,12,1,5,0,0,0,0
Peachtree Battle Alliance,12/2/18,18,12,2,6,0,0,0,0
Peachtree Battle Alliance,12/3/18,18,12,3,0,0,0,0,0
Peachtree Battle Alliance,12/4/18,18,12,4,1,0,0,0,0
Peachtree Battle Alliance,12/5/18,18,12,5,2,0,0,0,0
Peachtree Battle Alliance,12/6/18,18,12,6,3,0,0,0,1
Peachtree Battle Alliance,12/7/18,18,12,7,4,0,0,0,0
Peachtree Battle Alliance,12/8/18,18,12,8,5,0,0,0,0
Peachtree Battle Alliance,12/9/18,18,12,9,6,0,0,0,0
Peachtree Battle Alliance,12/10/18,18,12,10,0,0,0,0,0
Peachtree Battle Alliance,12/11/18,18,12,11,1,0,0,0,0
Peachtree Battle Alliance,12/12/18,18,12,12,2,0,0,0,0
Peachtree Battle Alliance,12/13/18,18,12,13,3,0,0,0,0
Peachtree Battle Alliance,12/14/18,18,12,14,4,0,0,0,0
Peachtree Battle Alliance,12/15/18,18,12,15,5,0,0,0,0
Peachtree Battle Alliance,12/16/18,18,12,16,6,0,0,0,0
Peachtree Battle Alliance,12/17/18,18,12,17,0,0,0,0,0
Peachtree Battle Alliance,12/18/18,18,12,18,1,0,0,0,0
Peachtree Battle Alliance,12/19/18,18,12,19,2,0,0,0,1
Peachtree Battle Alliance,12/20/18,18,12,20,3,0,0,0,0
Peachtree Battle Alliance,12/21/18,18,12,21,4,0,0,0,0
Peachtree Battle Alliance,12/22/18,18,12,22,5,0,0,0,0
Peachtree Battle Alliance,12/23/18,18,12,23,6,0,0,0,0
Peachtree Battle Alliance,12/24/18,18,12,24,0,0,0,0,0
Peachtree Battle Alliance,12/25/18,18,12,25,1,0,0,0,0
Peachtree Battle Alliance,12/26/18,18,12,26,2,0,0,0,0
Peachtree Battle Alliance,12/27/18,18,12,27,3,0,0,0,0
Peachtree Battle Alliance,12/28/18,18,12,28,4,0,0,0,0
Peachtree Battle Alliance,12/29/18,18,12,29,5,0,0,0,0
Peachtree Battle Alliance,12/30/18,18,12,30,6,0,0,0,0
Peachtree Battle Alliance,12/31/18,18,12,31,0,0,0,0,0
Ivan Hill,1/1/18,18,1,1,0,0,0,0,0
Ivan Hill,1/2/18,18,1,2,1,0,0,0,0
Ivan Hill,1/3/18,18,1,3,2,0,0,0,0
Ivan Hill,1/4/18,18,1,4,3,0,0,0,0
Ivan Hill,1/5/18,18,1,5,4,0,0,0,0
Ivan Hill,1/6/18,18,1,6,5,0,0,0,0
Ivan Hill,1/7/18,18,1,7,6,0,0,0,0
Ivan Hill,1/8/18,18,1,8,0,0,0,0,0
Ivan Hill,1/9/18,18,1,9,1,0,0,0,0
Ivan Hill,1/10/18,18,1,10,2,0,0,0,0
Ivan Hill,1/11/18,18,1,11,3,0,0,0,0
Ivan Hill,1/12/18,18,1,12,4,0,0,0,0
Ivan Hill,1/13/18,18,1,13,5,0,0,0,0
Ivan Hill,1/14/18,18,1,14,6,0,0,0,0
Ivan Hill,1/15/18,18,1,15,0,0,0,0,0
Ivan Hill,1/16/18,18,1,16,1,0,0,0,0
Ivan Hill,1/17/18,18,1,17,2,0,0,0,0
Ivan Hill,1/18/18,18,1,18,3,0,0,0,0
Ivan Hill,1/19/18,18,1,19,4,0,0,0,0
Ivan Hill,1/20/18,18,1,20,5,0,0,0,0
Ivan Hill,1/21/18,18,1,21,6,0,0,0,0
Ivan Hill,1/22/18,18,1,22,0,0,0,0,0
Ivan Hill,1/23/18,18,1,23,1,0,0,0,0
Ivan Hill,1/24/18,18,1,24,2,0,0,0,0
Ivan Hill,1/25/18,18,1,25,3,0,0,0,0
Ivan Hill,1/26/18,18,1,26,4,0,0,0,0
Ivan Hill,1/27/18,18,1,27,5,0,0,0,0
Ivan Hill,1/28/18,18,1,28,6,0,0,0,0
Ivan Hill,1/29/18,18,1,29,0,0,0,0,0
Ivan Hill,1/30/18,18,1,30,1,0,0,0,0
Ivan Hill,1/31/18,18,1,31,2,0,0,0,0
Ivan Hill,2/1/18,18,2,1,3,0,0,0,0
Ivan Hill,2/2/18,18,2,2,4,0,0,0,0
Ivan Hill,2/3/18,18,2,3,5,0,0,0,0
Ivan Hill,2/4/18,18,2,4,6,0,0,0,0
Ivan Hill,2/5/18,18,2,5,0,0,0,0,0
Ivan Hill,2/6/18,18,2,6,1,0,0,0,0
Ivan Hill,2/7/18,18,2,7,2,0,0,0,0
Ivan Hill,2/8/18,18,2,8,3,0,0,0,0
Ivan Hill,2/9/18,18,2,9,4,0,0,0,0
Ivan Hill,2/10/18,18,2,10,5,0,0,0,0
Ivan Hill,2/11/18,18,2,11,6,0,0,0,0
Ivan Hill,2/12/18,18,2,12,0,0,0,0,0
Ivan Hill,2/13/18,18,2,13,1,0,0,0,0
Ivan Hill,2/14/18,18,2,14,2,0,0,0,0
Ivan Hill,2/15/18,18,2,15,3,0,0,0,0
Ivan Hill,2/16/18,18,2,16,4,0,0,0,0
Ivan Hill,2/17/18,18,2,17,5,0,0,0,0
Ivan Hill,2/18/18,18,2,18,6,0,0,0,0
Ivan Hill,2/19/18,18,2,19,0,0,0,0,0
Ivan Hill,2/20/18,18,2,20,1,0,0,0,0
Ivan Hill,2/21/18,18,2,21,2,0,0,0,0
Ivan Hill,2/22/18,18,2,22,3,0,0,0,0
Ivan Hill,2/23/18,18,2,23,4,0,0,0,0
Ivan Hill,2/24/18,18,2,24,5,0,0,0,0
Ivan Hill,2/25/18,18,2,25,6,0,0,0,0
Ivan Hill,2/26/18,18,2,26,0,0,0,0,0
Ivan Hill,2/27/18,18,2,27,1,0,0,0,0
Ivan Hill,2/28/18,18,2,28,2,0,0,0,0
Ivan Hill,3/1/18,18,3,1,3,0,1,0,0
Ivan Hill,3/2/18,18,3,2,4,0,0,0,0
Ivan Hill,3/3/18,18,3,3,5,0,0,0,0
Ivan Hill,3/4/18,18,3,4,6,0,0,0,0
Ivan Hill,3/5/18,18,3,5,0,0,0,0,0
Ivan Hill,3/6/18,18,3,6,1,0,0,0,0
Ivan Hill,3/7/18,18,3,7,2,0,0,0,0
Ivan Hill,3/8/18,18,3,8,3,0,0,0,0
Ivan Hill,3/9/18,18,3,9,4,0,0,0,0
Ivan Hill,3/10/18,18,3,10,5,0,0,0,0
Ivan Hill,3/11/18,18,3,11,6,0,0,0,0
Ivan Hill,3/12/18,18,3,12,0,0,0,0,0
Ivan Hill,3/13/18,18,3,13,1,0,0,0,0
Ivan Hill,3/14/18,18,3,14,2,0,0,0,0
Ivan Hill,3/15/18,18,3,15,3,0,0,0,0
Ivan Hill,3/16/18,18,3,16,4,0,0,0,0
Ivan Hill,3/17/18,18,3,17,5,0,0,0,0
Ivan Hill,3/18/18,18,3,18,6,0,0,0,0
Ivan Hill,3/19/18,18,3,19,0,0,0,0,0
Ivan Hill,3/20/18,18,3,20,1,0,0,0,0
Ivan Hill,3/21/18,18,3,21,2,0,0,0,0
Ivan Hill,3/22/18,18,3,22,3,0,0,0,0
Ivan Hill,3/23/18,18,3,23,4,0,0,0,0
Ivan Hill,3/24/18,18,3,24,5,0,0,0,0
Ivan Hill,3/25/18,18,3,25,6,0,0,0,0
Ivan Hill,3/26/18,18,3,26,0,0,0,0,0
Ivan Hill,3/27/18,18,3,27,1,0,0,0,0
Ivan Hill,3/28/18,18,3,28,2,0,0,0,0
Ivan Hill,3/29/18,18,3,29,3,0,0,0,0
Ivan Hill,3/30/18,18,3,30,4,0,0,0,0
Ivan Hill,3/31/18,18,3,31,5,0,0,0,0
Ivan Hill,4/1/18,18,4,1,6,0,0,0,0
Ivan Hill,4/2/18,18,4,2,0,0,0,0,0
Ivan Hill,4/3/18,18,4,3,1,0,0,0,0
Ivan Hill,4/4/18,18,4,4,2,0,0,0,0
Ivan Hill,4/5/18,18,4,5,3,0,0,0,0
Ivan Hill,4/6/18,18,4,6,4,0,0,0,0
Ivan Hill,4/7/18,18,4,7,5,0,0,0,0
Ivan Hill,4/8/18,18,4,8,6,0,0,0,0
Ivan Hill,4/9/18,18,4,9,0,0,0,0,0
Ivan Hill,4/10/18,18,4,10,1,0,0,0,0
Ivan Hill,4/11/18,18,4,11,2,0,0,0,0
Ivan Hill,4/12/18,18,4,12,3,0,0,0,0
Ivan Hill,4/13/18,18,4,13,4,0,0,0,0
Ivan Hill,4/14/18,18,4,14,5,0,0,0,0
Ivan Hill,4/15/18,18,4,15,6,0,0,0,0
Ivan Hill,4/16/18,18,4,16,0,0,0,0,0
Ivan Hill,4/17/18,18,4,17,1,0,0,0,0
Ivan Hill,4/18/18,18,4,18,2,0,0,0,0
Ivan Hill,4/19/18,18,4,19,3,0,0,0,0
Ivan Hill,4/20/18,18,4,20,4,0,0,0,0
Ivan Hill,4/21/18,18,4,21,5,0,0,0,0
Ivan Hill,4/22/18,18,4,22,6,0,0,0,0
Ivan Hill,4/23/18,18,4,23,0,0,0,0,0
Ivan Hill,4/24/18,18,4,24,1,0,0,0,0
Ivan Hill,4/25/18,18,4,25,2,0,0,0,0
Ivan Hill,4/26/18,18,4,26,3,0,0,0,0
Ivan Hill,4/27/18,18,4,27,4,0,0,0,0
Ivan Hill,4/28/18,18,4,28,5,0,0,0,0
Ivan Hill,4/29/18,18,4,29,6,0,0,0,0
Ivan Hill,4/30/18,18,4,30,0,0,0,0,0
Ivan Hill,5/1/18,18,5,1,1,0,0,0,0
Ivan Hill,5/2/18,18,5,2,2,0,0,0,0
Ivan Hill,5/3/18,18,5,3,3,0,0,0,0
Ivan Hill,5/4/18,18,5,4,4,0,0,0,0
Ivan Hill,5/5/18,18,5,5,5,0,0,0,0
Ivan Hill,5/6/18,18,5,6,6,0,0,0,0
Ivan Hill,5/7/18,18,5,7,0,0,0,0,0
Ivan Hill,5/8/18,18,5,8,1,0,0,0,0
Ivan Hill,5/9/18,18,5,9,2,0,0,0,0
Ivan Hill,5/10/18,18,5,10,3,0,0,0,0
Ivan Hill,5/11/18,18,5,11,4,0,0,0,0
Ivan Hill,5/12/18,18,5,12,5,0,0,0,0
Ivan Hill,5/13/18,18,5,13,6,0,0,0,0
Ivan Hill,5/14/18,18,5,14,0,0,0,0,0
Ivan Hill,5/15/18,18,5,15,1,0,0,0,0
Ivan Hill,5/16/18,18,5,16,2,0,0,0,0
Ivan Hill,5/17/18,18,5,17,3,0,0,0,0
Ivan Hill,5/18/18,18,5,18,4,0,0,0,0
Ivan Hill,5/19/18,18,5,19,5,0,0,0,0
Ivan Hill,5/20/18,18,5,20,6,0,0,0,0
Ivan Hill,5/21/18,18,5,21,0,0,0,0,0
Ivan Hill,5/22/18,18,5,22,1,0,0,0,0
Ivan Hill,5/23/18,18,5,23,2,0,0,0,0
Ivan Hill,5/24/18,18,5,24,3,0,0,0,0
Ivan Hill,5/25/18,18,5,25,4,0,0,0,0
Ivan Hill,5/26/18,18,5,26,5,0,0,0,0
Ivan Hill,5/27/18,18,5,27,6,0,0,0,0
Ivan Hill,5/28/18,18,5,28,0,0,0,0,0
Ivan Hill,5/29/18,18,5,29,1,0,0,0,0
Ivan Hill,5/30/18,18,5,30,2,0,0,0,0
Ivan Hill,5/31/18,18,5,31,3,0,0,0,0
Ivan Hill,6/1/18,18,6,1,4,0,0,0,0
Ivan Hill,6/2/18,18,6,2,5,0,0,0,0
Ivan Hill,6/3/18,18,6,3,6,0,0,0,0
Ivan Hill,6/4/18,18,6,4,0,0,0,0,0
Ivan Hill,6/5/18,18,6,5,1,0,0,0,0
Ivan Hill,6/6/18,18,6,6,2,0,0,0,0
Ivan Hill,6/7/18,18,6,7,3,0,0,0,0
Ivan Hill,6/8/18,18,6,8,4,0,0,1,0
Ivan Hill,6/9/18,18,6,9,5,0,0,0,0
Ivan Hill,6/10/18,18,6,10,6,0,0,0,0
Ivan Hill,6/11/18,18,6,11,0,0,0,0,0
Ivan Hill,6/12/18,18,6,12,1,0,0,0,0
Ivan Hill,6/13/18,18,6,13,2,0,0,0,0
Ivan Hill,6/14/18,18,6,14,3,0,0,0,0
Ivan Hill,6/15/18,18,6,15,4,0,0,0,0
Ivan Hill,6/16/18,18,6,16,5,0,0,0,0
Ivan Hill,6/17/18,18,6,17,6,0,0,0,0
Ivan Hill,6/18/18,18,6,18,0,0,0,0,0
Ivan Hill,6/19/18,18,6,19,1,0,0,0,0
Ivan Hill,6/20/18,18,6,20,2,0,0,0,0
Ivan Hill,6/21/18,18,6,21,3,0,0,0,0
Ivan Hill,6/22/18,18,6,22,4,0,0,0,0
Ivan Hill,6/23/18,18,6,23,5,0,0,0,0
Ivan Hill,6/24/18,18,6,24,6,0,0,0,0
Ivan Hill,6/25/18,18,6,25,0,0,0,0,0
Ivan Hill,6/26/18,18,6,26,1,0,0,0,0
Ivan Hill,6/27/18,18,6,27,2,0,0,0,0
Ivan Hill,6/28/18,18,6,28,3,0,0,0,0
Ivan Hill,6/29/18,18,6,29,4,0,0,0,0
Ivan Hill,6/30/18,18,6,30,5,0,0,0,0
Ivan Hill,7/1/18,18,7,1,6,0,0,0,0
Ivan Hill,7/2/18,18,7,2,0,0,0,0,0
Ivan Hill,7/3/18,18,7,3,1,0,0,0,0
Ivan Hill,7/4/18,18,7,4,2,0,0,0,0
Ivan Hill,7/5/18,18,7,5,3,0,0,0,0
Ivan Hill,7/6/18,18,7,6,4,0,0,0,0
Ivan Hill,7/7/18,18,7,7,5,0,0,0,0
Ivan Hill,7/8/18,18,7,8,6,0,0,0,0
Ivan Hill,7/9/18,18,7,9,0,0,0,0,0
Ivan Hill,7/10/18,18,7,10,1,0,0,0,0
Ivan Hill,7/11/18,18,7,11,2,0,0,0,0
Ivan Hill,7/12/18,18,7,12,3,0,0,0,0
Ivan Hill,7/13/18,18,7,13,4,0,0,0,0
Ivan Hill,7/14/18,18,7,14,5,0,0,0,0
Ivan Hill,7/15/18,18,7,15,6,0,0,0,0
Ivan Hill,7/16/18,18,7,16,0,0,0,0,0
Ivan Hill,7/17/18,18,7,17,1,0,0,0,0
Ivan Hill,7/18/18,18,7,18,2,0,0,0,0
Ivan Hill,7/19/18,18,7,19,3,0,0,0,0
Ivan Hill,7/20/18,18,7,20,4,0,0,0,0
Ivan Hill,7/21/18,18,7,21,5,0,0,0,0
Ivan Hill,7/22/18,18,7,22,6,0,0,0,0
Ivan Hill,7/23/18,18,7,23,0,0,0,0,0
Ivan Hill,7/24/18,18,7,24,1,0,0,0,0
Ivan Hill,7/25/18,18,7,25,2,0,0,0,0
Ivan Hill,7/26/18,18,7,26,3,0,0,0,0
Ivan Hill,7/27/18,18,7,27,4,0,0,0,0
Ivan Hill,7/28/18,18,7,28,5,0,0,0,0
Ivan Hill,7/29/18,18,7,29,6,0,0,0,0
Ivan Hill,7/30/18,18,7,30,0,0,0,0,0
Ivan Hill,7/31/18,18,7,31,1,0,0,0,0
Ivan Hill,8/1/18,18,8,1,2,0,0,0,0
Ivan Hill,8/2/18,18,8,2,3,0,0,0,0
Ivan Hill,8/3/18,18,8,3,4,0,0,0,0
Ivan Hill,8/4/18,18,8,4,5,0,0,0,0
Ivan Hill,8/5/18,18,8,5,6,0,0,0,0
Ivan Hill,8/6/18,18,8,6,0,0,0,0,0
